iucn_sid,year,cat_ts,cat_ts_score,iucn_version
133309,2008,VU,0.4,2017-3
133310,2008,VU,0.4,2017-3
133313,2008,LC,0,2017-3
133314,2008,LC,0,2017-3
133314,2014,LC,0,2017-3
133315,2008,NT,0.2,2017-3
133315,2014,NT,0.2,2017-3
133316,2008,LC,0,2017-3
133317,2008,LC,0,2017-3
133319,2008,VU,0.4,2017-3
133320,2008,VU,0.4,2017-3
133322,2008,VU,0.4,2017-3
133323,2008,LC,0,2017-3
133324,2008,LC,0,2017-3
133324,2014,LC,0,2017-3
133325,2008,LC,0,2017-3
133325,2014,LC,0,2017-3
133326,2008,VU,0.4,2017-3
133326,2014,VU,0.4,2017-3
133327,2008,VU,0.4,2017-3
133327,2014,VU,0.4,2017-3
133329,2008,NT,0.2,2017-3
133329,2014,NT,0.2,2017-3
133330,2008,LC,0,2017-3
133330,2014,LC,0,2017-3
133332,2008,VU,0.4,2017-3
133332,2014,VU,0.4,2017-3
133333,2008,NT,0.2,2017-3
133337,2008,LC,0,2017-3
133337,2014,LC,0,2017-3
133338,2008,VU,0.4,2017-3
133340,2008,LC,0,2017-3
133341,2008,LC,0,2017-3
133343,2008,NT,0.2,2017-3
133343,2014,NT,0.2,2017-3
133345,2008,LC,0,2017-3
133345,2014,LC,0,2017-3
133348,2008,LC,0,2017-3
133349,2008,LC,0,2017-3
133351,2008,LC,0,2017-3
133351,2014,LC,0,2017-3
133353,2008,NT,0.2,2017-3
133353,2014,NT,0.2,2017-3
133354,2008,VU,0.4,2017-3
133356,2008,VU,0.4,2017-3
133357,2008,LC,0,2017-3
133357,2014,LC,0,2017-3
133359,2008,VU,0.4,2017-3
133360,2008,VU,0.4,2017-3
133360,2014,VU,0.4,2017-3
133365,2008,LC,0,2017-3
133365,2014,LC,0,2017-3
133366,2008,NT,0.2,2017-3
133367,2008,NT,0.2,2017-3
133371,2008,LC,0,2017-3
133372,2008,NT,0.2,2017-3
133374,2008,VU,0.4,2017-3
